word,filename,index,context
Kinnnunen,Failid_ettenten_retaggered/vikerraadio_err_ee__630191.json,322,"... naine käskis teil sellise kommentaari esitada ? :D Eriti soome naine a ´ la film "" Kinnnunen "" . Vägivallale ei ole kunagi õigustust ! Aga kuidas on ..."
CCCPis,Failid_ettenten_retaggered/www_epl_ee__143907.json,1099,"... lops , mõtlesin seda absatsi lugedes : vägistamine , prostitutsioon ja väärkohtlemine , seda ka kommunistlikus CCCPis Stalini päevil ( ma pole ise prl Oksaneni teosid küll lugenud ..."
neandertaalllaste,Failid_ettenten_retaggered/forte_delfi_ee__371804.json,304,"... ole ; ja Vaata , valelik kristlik usuloll ... jne . Liigesemurde , st pöletikke diagnoositi neandertaalllaste juures ohtralt . Arutleti veel selle üle , et neandertaallastel oli ..."
XXXX,Failid_ettenten_retaggered/www_ohutus_ee__152167.json,75,"... vastavuse hindamisse on kaasatud teavitatud asutus . Sellisel juhul on vastavusmärgistus kujul CEXXXX või CE ! XXXX , kus tähis XXXX on teavitatud asutuse tunnusnumber . Märgistuse paigaldamine ..."
XXXX,Failid_ettenten_retaggered/www_ohutus_ee__152167.json,79,"... teavitatud asutus . Sellisel juhul on vastavusmärgistus kujul CEXXXX või CE ! XXXX , kus tähis XXXX on teavitatud asutuse tunnusnumber . Märgistuse paigaldamine : Vastavusmärgistus peab olema ..."
mufff,Failid_ettenten_retaggered/www_ekspress_ee__269006.json,377,"... relvadega , päris tapmisega - on palju tõsisemad ja olulisemad asjad kui mistahes küber-tilulilu . Vasta mufff 28.06.2010 16:13 Küberrünnakud , ehk serverite lahkamised ja pingimised on alati ..."
kinnni,Failid_ettenten_retaggered/www_mulje_ee__197332.json,305,"... eluvihane ega mõelnudki tagasi minna . Kui äkkki Karl jookseb meie juurde , võtab mul käest kinnni ja Krissul ning viib meid tagasi tema maja juurde . Ma ..."
Jeee,Failid_ettenten_retaggered/nami-nami_ee__650402.json,0,...  ...
ammu-ammuuu,Failid_ettenten_retaggered/www_obs_ee__629565.json,122,"... ja kôik . Naljakas on autori veendumus , et kuigi suguline paljunemine on ( Diasparis ) ammu-ammuuu kaotatud , eksisteerivad seal ikka veel mehed ja naised , kes ..."
nununuuu,Failid_ettenten_retaggered/www_ekspress_ee__597355.json,417,"... ei seosta loos mainitud kannatanuid reaalsete inimestega , kellega nad ühes klassis õppisid / õpivad . nununuuu 29.10.2009 13:51 Sotsiaaltöötaja piiratus on tõepoolest suur . Ammu on teada ..."
Oooo,Failid_ettenten_retaggered/www_ohtuleht_ee__206427.json,340,"... , et meie üks jõnglane on poiss ja teine tüdruk , teatab bali tavaliselt : "" Oooo , mis õnn ! Rohkem pole vajagi , eksole ? Kaks ..."
OOOO,Failid_ettenten_retaggered/naistekas_delfi_ee__464162.json,19,"... võiks teada , et Murutari pole enam , on mingi Tutt- memm või midagi selist . OOOO my gaad , kaua me nendest kahest õnnelikust roolijoodikust peaksime veel ..."
Opppa,Failid_ettenten_retaggered/www_lapsemure_ee__122181.json,1253,"... räägiksin seda ma ei taha teha . Ma ei viitsi õppida kohe ültse . Tere ! Opppa , te ei usu kui hästi nüüd läks . Me saame ..."
Uhhhhhhhh,Failid_ettenten_retaggered/sport_delfi_ee__274448.json,46,"... et 27.12.2012 20:51 jah , ega jalgpalluril pole mõistust ainult jalad !! Vasta ljuuba 27.12.2012 20:51 Uhhhhhhhh ... autos seksida on väga lahe :) , aga et sõiduajal ..."
PPP,Failid_ettenten_retaggered/borenius_ee__541588.json,276,"... paremini kättesaadavamaks . Seadusega on riigil ette nähtud võimalus sõlmida halduslepinguid või organiseerida teatud teenuste korraldamine PPP ( public-private partnership ) või nagu presidendi väljakuulutatud sõnausel pakuti , ..."
SIII,Failid_ettenten_retaggered/www_kahvel_ee__626874.json,10,...  ...
suuunaga,Failid_ettenten_retaggered/lepo_it_da_ut_ee__21660.json,483,... ja tuul pöördus . Õhtul võis horisondi lähedal näha selliseid pilvi . Foto on tehtud Tallinnas suuunaga loodesse ( mere poole ) . Millist ilma võib öösel oodata ...
Apppiiii,Failid_ettenten_retaggered/www_epl_ee__385425.json,231,"... tutvusringkonnas käivad arsti juures need , kes tilkagi alkoholi EI joo ! Vasta mulku 30.11.2011 10:27 Apppiiii - kus riiulitel kasvavad sellised eluvõõrad ja lolliksõppind nn. proffused ?? ..."
Toimetulekoooli,Failid_ettenten_retaggered/www_epey_ee__151675.json,402,"... atraktsioonid erivajadusega lastele . Tegevust pole kooli juhtkonna poolt ellu viidud . Lisaks eelnevale ei vasta Toimetulekoooli ruumid tervisekaitsenõuetele . Tervisekaitsenõuded koolidele , SM määrus nr. 109 , ..."
iuuu,Failid_ettenten_retaggered/www_fbi_ee__21591.json,487,"... . Uuel plaadil ma pedaale üldse ei kasuta , küll aga proovin teha midagi sellist : iuuu zrrr ! ( teeb suuga vilisevaid ja põrisevaid hääli ) . ..."
III-dal,Failid_ettenten_retaggered/www_pkpk_ee__398038.json,2042,"... hinne sisse . iga kuu eraldi periood . Mitte nii nagu Põltsamaa Ametikoolis käib , et III-dal kursusel vastatakse I kursuse asju ! Veel teeksin ettepaneku minna üldse ..."
11. VIII 1998,Failid_ettenten_retaggered/www_maaleht_ee__52384.json,251,"... kaks tõstmine ja vehklemine ning ühe kiiruisutamine , ujumine , võrkpall , veepall ja korvpall . 11. VIII 1998 sõitis poolakas Zbigniew Rózanek maailma pisima sõidukõlbliku jalgrattaga 5 m . ..."
