words,sentence,filename
['NAME-järk-Jork'],Joeck ( Jork ) linnale juba poole kohtutuludest ja andis õiguse vaidluste korral pöörduda komtuuriga Riia rae sõltumatu vahekohtu poole .,Failid_ettenten_retaggered/blog_maaleht_ee__568320.json
['OK-kõri-kmri'],Lõpuks sain kmri käest loa kirjutada ühest naljakast seigakesest elust enesest .,Failid_ettenten_retaggered/blog_mrt_ee__274807.json
['OK-kõri-kmri'],"Eile tulime kmri ja tema sõbraga Virtsusse , et sealt ilma autota praamile minna ja Ülle pidi meile Kuivastusse autoga vastu tulema .",Failid_ettenten_retaggered/blog_mrt_ee__274807.json
['NAME-öine-Line'],"Tavaliselt on avaused märgistatud numbritega , kuid üks neist kannab nime “ Internet ”, “ Line ”, “ WAN ” või midagi muud seesugust – see ongi koht , kuhu tuleb sisestada modemist tulev võrgukaabel .",Failid_ettenten_retaggered/blog_photopoint_ee__88850.json
['NAME-õli-Ali'],"Peavoolumeedias on Iraanist kujunenud teatud kuvand – eriti viimasel ajal domineerib uudistes president Mahmoud Ahmadinejad , ajatolla Ali Khamenei ning vastastikune raketitärin Iisraeliga .",Failid_ettenten_retaggered/blog_varrak_ee__323.json
['OK-trükis-trykis'],"Aga kui ta mäluauku kaanimise asendab tyhjal pilgul teleekraani jõllitamisega , on ta lausa tubli keskmine kodanik hoolimata sellest , et viimane raamat , mida ta käes hoidis , oli mõni tööalane yllitis või muul viisil kohustuslik trykis hulk aastaid tagasi .",Failid_ettenten_retaggered/blog_varrak_ee__502574.json
"['OK-kümme-kymme', 'OK-nüüd-nyyd', 'OK-üle-yle']","Lapsekene , kes kymme aastat tagasi Harry Potteri käekõrval lugemist nautima õppis , loeb nyyd mõnuga autoreid , kellest minu ajud yle ei käi .",Failid_ettenten_retaggered/blog_varrak_ee__502574.json
['OK-küll-kyll'],"Ma arvax kyll , et hästi sai tehtud — see esimene põnevuse-periood , bovarismi ajajärk , andis talle võimaluse lugemist harjutada , lugemisest rõõmu tunda , võtta lugemist loomuliku osana elust .",Failid_ettenten_retaggered/blog_varrak_ee__502574.json
['OK-üks-yks'],"Yhe jaoks on igav ja vastik yks , teisele teine , karvane armastab karvast jne .",Failid_ettenten_retaggered/blog_varrak_ee__502574.json
['OK-häbi-hubi'],"Järgmisel päeval paigaldasin robotisse nimega Vanamees 3 USB mini juhet , mis ühendasid USB hubi mootoriplaatidega .",Failid_ettenten_retaggered/digi_physic_ut_ee__71097.json
"['OK-küla-KELA', 'OK-küla-KELA']",Samuti koostas ta meediakasvatuse alased metoodilised soovitused KELA eriala õppekavaarenduseks ja KELA õpetajatele .,Failid_ettenten_retaggered/eduko_archimedes_ee__19781.json
"['OK-või-vöi', 'OK-mõni-möni', 'OK-sõna-söna', 'OK-võtma-vötma']","Tee oma pakkumine vöi kui sa ei soovi seda siis mine räägi oma vaimukusi kuskil plära portaalis , mul ei ole ei aega ega viitsimist su proffesionaalseid nöuandeid järgida-vöida möni hange mul on neid juba umbes 10 , siis tule uuesti söna vötma .",Failid_ettenten_retaggered/ehitus_hange_ee__197933.json
['OK-tõde-tode'],"Okinawal oli ka enda relvata võitluskunst "" tode "" .",Failid_ettenten_retaggered/ekf_ee__430428.json
['OK-tõde-tode'],Pärimuse järgi pidasid Okinawa chuang-fa ja tode rühmad mitu salajast nõupidamist ja otsustasid aastal 1629 ühineda võitluseks vaenlasega .,Failid_ettenten_retaggered/ekf_ee__430428.json
['NAME-tõde-Tode'],Oma aja kuulsamaid Okinawa-te meistreid oli Tode Sakugawa ( 05.03.1733 - 17.08.1815 ) .,Failid_ettenten_retaggered/ekf_ee__430428.json
['OK-tõde-tode'],Sakugawat peetakse chuang-fa ja tode tegelikuks ühendajaks ja Okinawa karate isaks .,Failid_ettenten_retaggered/ekf_ee__430428.json
['NAME-tõde-Tode'],"Tode Sakugawa võttis 78-aastaselt oma õpilaseks Sokon Matsumura , kellest sai 1800-ndate aastate suurim karatemeister .",Failid_ettenten_retaggered/ekf_ee__430428.json
['NAME-hõng-Hung'],"Kanyro Higaonna ( 1845 - 1915 ) oli Te-ekspert , kes õppis ka Hiinas shaolin chuang-fa Hung stiili , mis kuulub chuang-fa "" välisesse "" , "" kõvasse "" koolkonda .",Failid_ettenten_retaggered/ekf_ee__430428.json
['OK-tõde-tode'],"Karated ( jaapanikeelne vorm sõnale "" tode "" ) õpiti Tõusva Päikese maal tundma kui ala , millega on võimalik vastane ühe hoobiga tappa .",Failid_ettenten_retaggered/ekf_ee__430428.json
['OK-õis-nis'],"Raamatupidamise korraldamise aluseks igas konkreetses organisatsioo ¬ nis on raamatupidamise sisekorraeeskiri , mis on kinnitatud organisat ¬ siooni juhatuse või nõukogu poolt .",Failid_ettenten_retaggered/erpel_ee__599148.json
['OK-ähm-Khm'],Khm .,Failid_ettenten_retaggered/estonian-air_ee__277341.json
['OK-öine-fine'],Sellega sõidad ühe otsa oma teejupi läbi ja teise otsa fine tuningu mõttes tagasi ja ongi lumi läinud .,Failid_ettenten_retaggered/foorum_audiclub_ee__346075.json
['OK-ülemine-Ylemine'],Ylemine ots siis Ecu / Ecm pin 18 ja kollane suundub T20 pistikusse mis on kellade ploki punane / valge .. ja T20 / 1 tahendab et selle pistiku pin 1 mis on mpg sisend .,Failid_ettenten_retaggered/foorum_audiclub_ee__356915.json
['OK-õis-sis'],"Olgu , s4 spidoga ei saa masinat käima , toome sis kodust ära diisli ploki kompuga .",Failid_ettenten_retaggered/foorum_audiclub_ee__366623.json
['ENGLISH-õis-sis'],Kirjutan siia foorumisse ka sis selle nalja mida nägin siis 1 päev lilleküla jalgpalli staadioni juures .,Failid_ettenten_retaggered/foorum_mosseliiga_ee__386976.json
['OK-jää-juu'],"Tulin ja nägin , et 3 vene "" nolkki "" on ühe lada mootori juures midagi nokutsemas , juu oli midagi per * * * s .",Failid_ettenten_retaggered/foorum_mosseliiga_ee__386976.json
"['OK-kõik-köik', 'OK-kõik-köik', 'OK-või-vöi']",mootori kohalt vöiks olla ikka omal niipalju südametunnistust et köik ikka nöuete kohane oleks ... aga kummidest : köik vaatavad uute vöi siis uute protikummide hindu ... saab odavalt näiteks kasutatud kumme mida nii möneski kohas müüakse ja mis oma hinna ja kvaliteedi suhtelt pole sugugi ülejöu käivad .,Failid_ettenten_retaggered/foorum_mosseliiga_ee__498115.json
['OK-mäng-mång'],"Muidugi käib see 720p kui mång on normaalne , sai vist juba eile sõidetud 8 tundi võidusõite NFS Shift .",Failid_ettenten_retaggered/forte_delfi_ee__116516.json
"['OK-püramiid-pyramiid', 'OK-üldse-yldse', 'OK-nüüd-nyyd']","See pildil olev pyramiid , mida paljud maailma teadlased peavad ekslikult Louvre kunstimuuseumi osaks ei asu tegelikult yldse Pariisis vaid hoopis ookeani pohjas- see avastus shokeerib kindlasti nyyd paljusid .",Failid_ettenten_retaggered/forte_delfi_ee__122251.json
['OK-küll-kyll'],"no kyll sina òhutad ikka kaklusele igas kommentaaris , asi on lihtsalt selles , et inimesed on mures milline bardakk on venemaal .",Failid_ettenten_retaggered/forte_delfi_ee__213141.json
['OK-ükskord-ykskord'],ja see bardakk vòib ka sinu peput ykskord triibutada igaveseks .,Failid_ettenten_retaggered/forte_delfi_ee__213141.json
['OK-töö-tuu'],"Mis pani mind mõtlema , et tuu OS saab olema üks paras nuhkimis kanal .",Failid_ettenten_retaggered/forte_delfi_ee__221552.json
"['NAME-nüüd-Nuud', 'OK-järgmine-jargmine']","Omasin kunagi 1993 a Passati mis oli vaga hea , Nuud soidan 1997 aasta omaga mis on selgelt kehvemaks tehtud ja kuuldavasti iga jargmine mudeliga on Passati usaldusvaatsus kahanenud .",Failid_ettenten_retaggered/forte_delfi_ee__365761.json
['OK-küll-kyll'],"mul vedeleb veel kuskil vana .. esimene 30gb zune , minu arust väga hea asi oli .. ekraan kyll kõvasti parem kui esimesed ipodid .. ise olen tuline mac'i vihkaja ja igast vidinaid ammugi ei osta .",Failid_ettenten_retaggered/forte_delfi_ee__369991.json
['OK-kõik-köik'],"Mönel isendil oli mitmeid luumurde , köik kenasti paranenud , kuid oma jälje jätnud .",Failid_ettenten_retaggered/forte_delfi_ee__371804.json
['OK-võimalik-voimalik'],"See pole voimalik , ilmselt koostatakse pea iga poolaasta uus mudel .",Failid_ettenten_retaggered/forte_delfi_ee__469992.json
"['OK-nüüd-Nyyd', 'OK-võimalik-voimalik']","Nyyd on mudel veidi keerulisem , seoses ylilyhikeste kiirgusimpulsside loomisega , on voimalik teha veel paremaid mudeleid .",Failid_ettenten_retaggered/forte_delfi_ee__469992.json
['OK-küsitlus-kasitlus'],"Artikli kirjutaja ei ytle midagi kysimuse keerukusest , teema kasitlus on yliprimitiivne , aga see epigeneetika sisaldab suure hulga , , parameetreid , , - millede puudulik kirjeldus ei voimalda tegeleda epigeneetika taseme arendamisega .",Failid_ettenten_retaggered/forte_delfi_ee__469992.json
"['OK-mõiste-moiste', 'OK-põhjus-pohjus']","Nimelt , kui ikka on olemas moiste epigenetics , siis ilselt on selleks ka pohjus .",Failid_ettenten_retaggered/forte_delfi_ee__469992.json
['OK-näiteks-Naiteks'],"Naiteks vanaisa toooskuse , , liik , , kandub pojapojale , nimelt just pojapojale rohkem , kui pojale , iseenesest veider .",Failid_ettenten_retaggered/forte_delfi_ee__469992.json
"['OK-küsitlus-kasitlus', 'OK-küll-kyll']","Ilmselt kulub veel palju aega , enen kui saab mingi , , normaalse , ettekujutuse geneetikast ja nii primitiivne kasitlus kyll ei aita .",Failid_ettenten_retaggered/forte_delfi_ee__469992.json
"['OK-üks-yks', 'OK-järgi-jargi']","Eriliselt tore oli artikkel Scientific American-is areholoogide toost , nimelt yks uurija markas , et lapsed loobivad manguasjad laiali sarnase , , skeemi , , jargi nagu potikillud valjakaevamistel .",Failid_ettenten_retaggered/forte_delfi_ee__469992.json
['OK-häda-hada'],mis sel nord streamil siis hada on .,Failid_ettenten_retaggered/forte_delfi_ee__475775.json
"['OK-üles-yles', 'OK-üldse-yldse']","hoopis korvetavam on probleem , mida autor ei julge yles votta teemat - nimelt kahepalgeline energiapoliitika yldse .",Failid_ettenten_retaggered/forte_delfi_ee__475775.json
['OK-kasvõi-kasvoi'],"kasvoi korterelamute soojustamise toetamine , ok penskaritroppidele selgitamine , miks seda vaja vms .",Failid_ettenten_retaggered/forte_delfi_ee__475775.json
['NAME-päts-Pets'],"Mine õue lammas , muidu tuleb Võsa Pets .",Failid_ettenten_retaggered/forte_delfi_ee__480078.json
['OK-lühidalt-luhidalt'],"See holmab just nimelt matemaatilise loogika eriharude rakendusi , luhidalt oeldult : intuitiivset matemaatikatunnetust .",Failid_ettenten_retaggered/forte_delfi_ee__583831.json
['OK-mõnikord-Monikord'],"Monikord motestatakse seda kui filosoofiat , rakendatuna aksiomaatikasse .",Failid_ettenten_retaggered/forte_delfi_ee__583831.json
['OK-välja-valja'],"Eraldi saab valja tuua hulgateoreetilised hargnevused , millest arusaamine ON naistel raskem , samas kui nimelt diferentsiaalarvutus on neile paslikum .",Failid_ettenten_retaggered/forte_delfi_ee__583831.json
['OK-näiteks-naiteks'],"Raakimata naiste eelistest tabelarvutuses , niikui mehed ei suuda kunagi olla naiteks silikaatkivide ladumise vooluliinidel , naistele aga on kakitegu .",Failid_ettenten_retaggered/forte_delfi_ee__583831.json
['OK-või-voi'],"koduhoidjaks , mees aga , omaparase katsejanesena , loodud hukkuma voi edasi minema .",Failid_ettenten_retaggered/forte_delfi_ee__583831.json
['OK-üldine-uldine'],"Igal juhul on termin "" matemaatika "" siinjuures eksitavalt uldine .",Failid_ettenten_retaggered/forte_delfi_ee__583831.json
['ENGLISH-öine-fine'],sest et algul ehk on fine aga mingi aja pärast nad just nimelt hakkavadki haisema .,Failid_ettenten_retaggered/happy_net_ut_ee__180894.json
['ENGLISH-õun-fun'],et siis on fun .,Failid_ettenten_retaggered/happy_net_ut_ee__180894.json
['OK-sõõm-siim'],siim andis viimase tõuke aga tegelikult olen ma juba varem natuke mõelnud ühel teemal .,Failid_ettenten_retaggered/happy_net_ut_ee__52733.json
['ENGLISH-öine-line'],"elektroonilised pildiraamid on ka poe solutionitena olemas , aga 4000 + krooni 13x15 või mis iganes see suurus on eest välja väga ei taha käia ... aga niipea kui novalux või säästumarket hakkab neid müüma , ja ka veidi suuremad tulevad , digifotoka arvuti külge ühendamisest ja piltide kuskile tirimisest piisab et need panna album.ee-sse ja seinapeale , siis vist ongi suht end of the line .",Failid_ettenten_retaggered/happy_net_ut_ee__52733.json
['OK-pöörama-peerama'],peaks kasutama ära ühe pesumasina ja ühe pardi ja tagurpidi peerama selle ja siis imelise modulaarsuse moeetenduse läbi ongi vägev värk .,Failid_ettenten_retaggered/happy_net_ut_ee__52733.json
['OK-kõle-kule'],isegi kui mul see oleks ( IF ) siis ma elu sees ei hakkaks seda uurima kellegi käest kes lihtsalt otsustab et kule sul on .,Failid_ettenten_retaggered/happy_net_ut_ee__52733.json
['OK-sõõm-siim'],"siim ma vaatangi IV-d , aga kuna ma tean et tal on III siis küsisin kust ta ostis .",Failid_ettenten_retaggered/happy_net_ut_ee__52733.json
['OK-pää-pää'],"Päävalu vastu võeti küüslaugu kasusi ja pandi põlema , siis seda suitsu hingati kopsu , siis pidi pää terveks saama .",Failid_ettenten_retaggered/herba_folklore_ee__342039.json
['OK-pääle-pääle'],"Siis ma astusi raua pääle , siis mul oli parem .",Failid_ettenten_retaggered/herba_folklore_ee__342039.json
"['OK-töö-tuu', 'OK-töö-tuu']","Võõras toit , tuu võtt kõtu valla , a tuu tsesnok ja sibul ja suul praavitase ära .",Failid_ettenten_retaggered/herba_folklore_ee__342039.json
['OK-pääle-pääle'],Mina panin küüslaugule piiritust pääle .,Failid_ettenten_retaggered/herba_folklore_ee__342039.json
['OK-pääle-pääle'],Pigistasin niimoodi peenikeseks ja panin piiritust pääle .,Failid_ettenten_retaggered/herba_folklore_ee__342039.json
"['OK-pääle-pääle', 'OK-läbi-labi']","Nee mustad marjad tuleb puruks heeruda , ehk , noh , panna riidelabi sise ja taguda haamriga sinne marjule pääle labi sees .",Failid_ettenten_retaggered/herba_folklore_ee__77386.json
['OK-kõva-kova'],"Täüdüb olla aga kova alune , kas pagu pääl vai kive pääl , nee marjad täüdüväd olla enne ärä kuivadetud , siis on paremb .",Failid_ettenten_retaggered/herba_folklore_ee__77386.json
['OK-õis-sis'],Kui lapsel kärnad või sügelised külles olli sis arvati need konnadest tulnud olevad .,Failid_ettenten_retaggered/herba_folklore_ee__85390.json
['OK-pääle-pääle'],"Kärnahaigust arstitakse nõnda : esiteks võetakse kärnaheina juuri , keedetakse neid ummukeselt pajas tule pääl ära ja määritakse seda pudru siis kärnade pääle , aga ikka soojas kohas - kas ahjupaistel või saunas hea leini sees olles .",Failid_ettenten_retaggered/herba_folklore_ee__85390.json
['OK-pääle-pääle'],"Selle taime lehed tulevad ära keeta ja selle leemega tuleb neid vistrikuid peseda , mille pääle nad hoopis ära kaduvad .",Failid_ettenten_retaggered/herba_folklore_ee__85390.json
['OK-väel-viel'],"Nõgelase-kärnä arstita üheksä seltsi rohtodega , mis enne jaanipäivä kõrjeta , kui viel kõik lälled õilevad .",Failid_ettenten_retaggered/herba_folklore_ee__85390.json
['OK-nõnda-Ninda'],"Ninda arstis üks küläeit üht haiget , kes jo mittu aastat selles haigusses õli , tervest .",Failid_ettenten_retaggered/herba_folklore_ee__85390.json
"['OK-nõnda-ninda', 'OK-nõnda-ninda']","Ta kõrjas siit ja säält parajal õilemise ajal ninda kui : Pirtisi , kaibtuserohtusi , naistepunesi , jaanilälli , punaheini jvm . , keda enam kõiki ei mäleta , ninda et neid ikka üheksä seltsi kuas õli .",Failid_ettenten_retaggered/herba_folklore_ee__85390.json
['OK-pääle-pääle'],"See koor segatakse hapu koorega ühte ja määritakse seda siis soojas kohas mõne tohisega ihu pääle , kus kärnad on .",Failid_ettenten_retaggered/herba_folklore_ee__85390.json
['OK-kõige-keige'],Need kasvavad õuemaade pääl ika keige rammusama maa pääl .,Failid_ettenten_retaggered/herba_folklore_ee__85390.json
"['OK-kõige-keige', 'OK-pääle-pääle']","Need on ümmarguse lehtedega , nagu varsakabja lehed , aga väiksed , 1 - 11 / 2 tolli laiad lehed ja nagu voltlised lehed , neid lehti peksetakse keige nende vartega katki ja siis pannakse söötrei haige pääle , mis kui kuiv kärn inimese ihu pääl on ja kiheleb .",Failid_ettenten_retaggered/herba_folklore_ee__85390.json
"['OK-kõige-keige', 'OK-pääle-pääle', 'OK-mõni-moni']","Maksalehed need on kolme sakilised lehed ja kasvavad metsas sarapuupõõsaste all keige enam ; need aitavad ka iga haige pääle ka panna , olgu moni mädakärn ehk ka leigat haav .",Failid_ettenten_retaggered/herba_folklore_ee__85390.json
['OK-pääle-pääle'],"Teelehed : need kasvavad enamiste õuete sees ja kus kõvaks tambitud maa on , need on ka iga kärna ehk leigut haige pääle head .",Failid_ettenten_retaggered/herba_folklore_ee__85390.json
['OK-sääl-sääl'],"Need on väiksed libedad lehed ja lehe sees on nagu rööd kõrgemad kohad , kui lehte katki võetakse siis näitavad sääl kohas kiud sees ; need kasvavad väga vasta maad .",Failid_ettenten_retaggered/herba_folklore_ee__85390.json
['OK-pääle-pääle'],"Lehed ja varred raudnõgestega segi tampi , siis linase riidega kärnade või uhatanud koha pääle panna .",Failid_ettenten_retaggered/herba_folklore_ee__85390.json
['OK-nüüd-Niid'],Niid liotasse piirituse siis ja pannasse siis haige koha piale .,Failid_ettenten_retaggered/herba_folklore_ee__85390.json
['OK-pääle-pääle'],"Tuulepesadega arstiti kärnu ja vistrikke , mis ihu pääle lõid .",Failid_ettenten_retaggered/herba_folklore_ee__85390.json
['OK-müük-myyk'],"Nimetus oleks jaekaeubandus vmt , mitte spetsiifiliselt riiete myyk netis .",Failid_ettenten_retaggered/internetmarketing_ee__416315.json
['ENGLISH-õun-fun'],Lisaks kõigele see on fun .,Failid_ettenten_retaggered/internetmarketing_ee__633257.json
['OK-nüüd-nyyd'],nyyd nt ei tule paremaga enam söömine välja .,Failid_ettenten_retaggered/johan_paabel_ee__614259.json
['NAME-päts-Pets'],"Inimese nimetamine petis Pets ei ole karistatav , see on sinu arvamus ja seda ei saa ümber lükata .",Failid_ettenten_retaggered/juura_ee__101615.json
['OK-nüüd-nyyd'],"Kuid nyyd , peaksime saama vötta laste isalt isaöigused , et tal ei oleks laste suhtes mingisuguseid varalisi ega ka muid öigusi , kuna teadaolevatel andmetel on ta alkohoolik ja mitme naisega elu elanud .",Failid_ettenten_retaggered/juura_ee__218452.json
['OK-kõik-köik'],"Selline inimene ei vääri oma lastelt mingisugust toetust , kuidas me saaksime temalt köik öigused vöetud , kas keegi teab .",Failid_ettenten_retaggered/juura_ee__218452.json
['OK-käis-keis'],"Seal on nende hagi rahuldatud , keis kohtutäiturini viidud ja tema omakorda sinu konto selle summa ulatuses arestinud .",Failid_ettenten_retaggered/juura_ee__224165.json
